play_id,player_id,category_id,game_name,played_at,amount_bet,amount_won
T00019121,P0030,C1,Poker,2023-11-23 18:19:00,4275.00,1698.81
T00019122,P0030,C4,$25 Slots,2023-11-23 18:22:00,675.00,1176.39
T00019123,P0030,C2,Blackjack,2023-11-23 18:26:00,4675.00,0.00
T00019124,P0030,C2,Blackjack,2023-11-23 18:28:00,2100.00,0.00
T00019125,P0030,C7,Roulette,2023-11-23 18:34:00,3240.00,0.00
T00019126,P0030,C4,$25 Slots,2023-11-23 18:38:00,600.00,0.00
T00019127,P0030,C5,Craps,2023-11-23 18:41:00,2375.00,7467.46
T00019128,P0030,C1,Poker,2023-11-23 18:47:00,1550.00,0.00
T00019129,P0030,C4,$25 Slots,2023-11-23 18:53:00,625.00,0.00
T00019130,P0030,C6,Electronic Games,2023-11-23 18:57:00,375.00,1336.87
T00019131,P0030,C2,Blackjack,2023-11-23 19:03:00,1100.00,2623.51
T00019132,P0030,C5,Craps,2023-11-23 19:07:00,2400.00,0.00
T00019133,P0030,C2,Blackjack,2023-11-23 19:09:00,3175.00,13494.75
T00019134,P0030,C4,$25 Slots,2023-11-23 19:15:00,325.00,0.00
T00019135,P0030,C2,Blackjack,2023-11-23 19:19:00,2400.00,3327.85
T00019136,P0030,C2,Blackjack,2023-11-23 19:25:00,1975.00,7941.59
T00019137,P0030,C4,$25 Slots,2023-11-23 19:29:00,350.00,0.00
T00019138,P0030,C5,Craps,2023-11-23 19:33:00,2650.00,0.00
T00019139,P0030,C5,Craps,2023-11-23 19:36:00,800.00,0.00
T00019140,P0030,C2,Blackjack,2023-11-23 19:38:00,2275.00,12307.16
T00019141,P0030,C1,Poker,2023-11-23 19:43:00,3750.00,0.00
T00019142,P0030,C4,$25 Slots,2023-11-23 19:46:00,675.00,1066.47
T00019143,P0030,C1,Poker,2023-11-23 19:48:00,3325.00,0.00
T00019144,P0030,C2,Blackjack,2023-11-23 19:53:00,2125.00,0.00
T00019145,P0030,C5,Craps,2023-11-23 19:58:00,2625.00,0.00
T00019146,P0030,C6,Electronic Games,2023-11-23 20:04:00,515.00,23.87
T00019147,P0030,C1,Poker,2023-11-23 20:10:00,2400.00,86.79
T00019148,P0030,C2,Blackjack,2023-11-23 20:16:00,2350.00,1321.73
T00019149,P0030,C2,Blackjack,2023-11-23 20:21:00,875.00,65.96
T00019150,P0030,C5,Craps,2023-11-23 20:27:00,1900.00,0.00
T00019151,P0030,C1,Poker,2023-11-23 20:30:00,2275.00,4.54
T00019152,P0030,C2,Blackjack,2023-11-23 20:35:00,2350.00,0.00
T00019153,P0030,C1,Poker,2023-11-23 20:40:00,2075.00,0.00
T00019154,P0030,C2,Blackjack,2023-11-23 20:46:00,2375.00,17.95
T00019155,P0030,C4,$25 Slots,2023-11-23 20:50:00,275.00,0.00
T00019156,P0030,C5,Craps,2023-11-23 20:52:00,1200.00,4615.51
T00019157,P0030,C3,$1 Slots,2023-11-23 20:58:00,47.00,0.00
T00019158,P0030,C2,Blackjack,2023-11-23 21:04:00,2900.00,0.00
T00019159,P0030,C1,Poker,2024-01-23 21:41:00,2550.00,0.00
T00019160,P0030,C5,Craps,2024-01-23 21:46:00,2575.00,3316.80
T00019161,P0030,C4,$25 Slots,2024-01-23 21:49:00,825.00,4186.46
T00019162,P0030,C6,Electronic Games,2024-01-23 21:51:00,295.00,229.07
T00019163,P0030,C1,Poker,2024-01-23 21:53:00,2025.00,5361.79
T00019164,P0030,C3,$1 Slots,2024-01-23 21:55:00,55.00,97.80
T00019165,P0030,C1,Poker,2024-01-23 21:57:00,2800.00,0.00
T00019166,P0030,C1,Poker,2024-01-23 22:03:00,1525.00,0.00
T00019167,P0030,C2,Blackjack,2024-01-23 22:08:00,3075.00,0.00
T00019168,P0030,C4,$25 Slots,2024-01-23 22:12:00,575.00,316.05
T00019169,P0030,C5,Craps,2024-01-23 22:15:00,2100.00,0.00
T00019170,P0030,C1,Poker,2024-01-23 22:20:00,2125.00,8510.19
T00019171,P0030,C4,$25 Slots,2024-01-23 22:23:00,450.00,285.88
T00019172,P0030,C4,$25 Slots,2024-01-23 22:28:00,600.00,370.69
T00019173,P0030,C4,$25 Slots,2024-01-23 22:34:00,650.00,0.00
T00019174,P0030,C6,Electronic Games,2024-01-23 22:37:00,380.00,27.32
T00019175,P0030,C7,Roulette,2024-01-23 22:41:00,1750.00,0.00
T00019176,P0030,C1,Poker,2024-01-23 22:47:00,950.00,1121.77
T00019177,P0030,C4,$25 Slots,2024-01-23 22:51:00,600.00,0.00
T00019178,P0030,C3,$1 Slots,2024-01-23 22:56:00,54.00,0.00
T00019179,P0030,C6,Electronic Games,2024-01-23 22:59:00,185.00,0.00
T00019180,P0030,C3,$1 Slots,2024-01-23 23:03:00,20.00,0.00
T00019181,P0030,C5,Craps,2024-01-23 23:06:00,1350.00,0.00
T00019182,P0030,C4,$25 Slots,2024-01-23 23:08:00,675.00,0.00
T00019183,P0030,C1,Poker,2024-01-23 23:11:00,2525.00,0.00
T00019184,P0030,C6,Electronic Games,2024-01-23 23:13:00,175.00,59.22
T00019185,P0030,C2,Blackjack,2024-01-23 23:19:00,3700.00,0.00
T00019186,P0030,C2,Blackjack,2024-01-23 23:21:00,3025.00,14346.15
T00019187,P0030,C1,Poker,2024-01-23 23:23:00,1575.00,0.00
T00019188,P0030,C1,Poker,2024-01-23 23:29:00,1425.00,0.00
T00019189,P0030,C7,Roulette,2024-01-23 23:32:00,1275.00,0.00
T00019190,P0030,C3,$1 Slots,2024-01-23 23:35:00,57.00,0.00
T00019191,P0030,C1,Poker,2024-01-23 23:39:00,1950.00,2223.09
T00019192,P0030,C4,$25 Slots,2024-01-23 23:45:00,425.00,1164.04
T00019193,P0030,C4,$25 Slots,2024-01-23 23:49:00,400.00,1266.33
T00019194,P0030,C1,Poker,2024-01-23 23:52:00,1225.00,0.00
T00019195,P0030,C4,$25 Slots,2024-01-23 23:55:00,175.00,0.00
T00019196,P0030,C2,Blackjack,2024-01-24 00:01:00,2375.00,0.00
T00019197,P0030,C1,Poker,2024-02-06 22:51:00,1150.00,0.00
T00019198,P0030,C1,Poker,2024-02-06 22:55:00,1275.00,0.00
T00019199,P0030,C2,Blackjack,2024-02-06 22:57:00,2025.00,313.64
T00019200,P0030,C4,$25 Slots,2024-02-06 23:01:00,675.00,1521.61
T00019201,P0030,C3,$1 Slots,2024-02-06 23:05:00,47.00,165.60
T00019202,P0030,C1,Poker,2024-02-06 23:10:00,2350.00,7249.91
T00019203,P0030,C2,Blackjack,2024-02-06 23:16:00,1800.00,0.00
T00019204,P0030,C2,Blackjack,2024-02-06 23:19:00,1525.00,0.00
T00019205,P0030,C7,Roulette,2024-02-06 23:22:00,1360.00,0.00
T00019206,P0030,C6,Electronic Games,2024-02-06 23:24:00,375.00,0.00
T00019207,P0030,C4,$25 Slots,2024-02-06 23:27:00,425.00,0.00
T00019208,P0030,C6,Electronic Games,2024-02-06 23:30:00,290.00,569.01
T00019209,P0030,C5,Craps,2024-02-06 23:34:00,1325.00,0.00
T00019210,P0030,C7,Roulette,2024-02-06 23:36:00,1275.00,0.00
T00019211,P0030,C1,Poker,2024-02-06 23:42:00,2775.00,0.00
T00019212,P0030,C7,Roulette,2024-02-06 23:45:00,3270.00,0.00
T00019213,P0030,C6,Electronic Games,2024-02-06 23:49:00,325.00,0.00
T00019214,P0030,C2,Blackjack,2024-02-06 23:52:00,3050.00,0.00
T00019215,P0030,C2,Blackjack,2024-02-06 23:58:00,1200.00,5723.53
T00019216,P0030,C4,$25 Slots,2024-02-07 00:01:00,300.00,0.00
T00019217,P0030,C1,Poker,2024-02-07 00:05:00,6292.00,0.00
T00019218,P0030,C2,Blackjack,2024-02-07 00:08:00,1925.00,2090.29
T00019219,P0030,C1,Poker,2024-02-07 00:10:00,2675.00,12140.13
T00019220,P0030,C6,Electronic Games,2024-02-07 00:14:00,310.00,0.00
T00019221,P0030,C2,Blackjack,2024-02-07 00:16:00,2800.00,722.28
T00019222,P0030,C1,Poker,2024-02-07 00:22:00,1025.00,0.00
T00019223,P0030,C2,Blackjack,2024-02-07 00:26:00,1375.00,0.00
T00019224,P0030,C5,Craps,2024-02-07 00:31:00,2075.00,0.00
T00019225,P0030,C4,$25 Slots,2024-02-07 00:36:00,475.00,0.00
T00019226,P0030,C3,$1 Slots,2024-02-07 00:38:00,24.00,63.32
T00019227,P0030,C4,$25 Slots,2024-02-07 00:40:00,625.00,943.45
T00019228,P0030,C4,$25 Slots,2024-02-07 00:43:00,1050.00,0.00
T00019229,P0030,C4,$25 Slots,2024-02-07 00:47:00,525.00,3053.42
T00019230,P0030,C7,Roulette,2024-02-07 00:53:00,2885.00,0.00
T00019231,P0030,C1,Poker,2024-02-07 00:57:00,1575.00,0.00
T00019232,P0030,C2,Blackjack,2024-02-07 01:02:00,975.00,76.57
T00019233,P0030,C2,Blackjack,2024-02-07 01:05:00,1700.00,6075.17
T00019234,P0030,C2,Blackjack,2024-02-07 01:08:00,4575.00,24305.21
T00019235,P0030,C4,$25 Slots,2024-03-13 17:56:00,775.00,0.00
T00019236,P0030,C4,$25 Slots,2024-03-13 18:00:00,675.00,0.00
T00019237,P0030,C5,Craps,2024-03-13 18:05:00,1525.00,515.63
T00019238,P0030,C7,Roulette,2024-03-13 18:11:00,1580.00,343.73
T00019239,P0030,C2,Blackjack,2024-03-13 18:17:00,1300.00,0.00
T00019240,P0030,C1,Poker,2024-03-13 18:20:00,2700.00,0.00
T00019241,P0030,C7,Roulette,2024-03-13 18:22:00,1195.00,0.00
T00019242,P0030,C4,$25 Slots,2024-03-13 18:27:00,475.00,0.00
T00019243,P0030,C7,Roulette,2024-03-13 18:31:00,1600.00,0.00
T00019244,P0030,C6,Electronic Games,2024-03-13 18:37:00,565.00,1028.39
T00019245,P0030,C7,Roulette,2024-03-13 18:42:00,1065.00,5338.51
T00019246,P0030,C2,Blackjack,2024-03-13 18:48:00,5700.00,0.00
T00019247,P0030,C2,Blackjack,2024-03-13 18:53:00,1800.00,9054.37
T00019248,P0030,C3,$1 Slots,2024-03-13 18:56:00,35.00,0.00
T00019249,P0030,C1,Poker,2024-03-13 18:59:00,2350.00,11934.86
T00019250,P0030,C7,Roulette,2024-03-13 19:04:00,1420.00,0.00
T00019251,P0030,C6,Electronic Games,2024-03-13 19:09:00,155.00,139.95
T00019252,P0030,C2,Blackjack,2024-03-13 19:11:00,725.00,0.00
T00019253,P0030,C3,$1 Slots,2024-03-13 19:14:00,26.00,45.12
T00019254,P0030,C3,$1 Slots,2024-03-13 19:17:00,68.00,0.00
T00019255,P0030,C3,$1 Slots,2024-03-13 19:20:00,76.00,63.18
T00019256,P0030,C6,Electronic Games,2024-03-13 19:24:00,390.00,8.09
T00019257,P0030,C6,Electronic Games,2024-03-13 19:29:00,205.00,0.00
T00019258,P0030,C7,Roulette,2024-03-13 19:33:00,1160.00,0.00
T00019259,P0030,C5,Craps,2024-03-13 19:38:00,3425.00,0.00
T00019260,P0030,C3,$1 Slots,2024-03-13 19:41:00,34.00,0.00
T00019261,P0030,C2,Blackjack,2024-03-13 19:44:00,2125.00,1561.55
T00019262,P0030,C4,$25 Slots,2024-03-13 19:48:00,400.00,0.00
T00019263,P0030,C5,Craps,2024-03-13 19:53:00,1775.00,0.00
T00019264,P0030,C2,Blackjack,2024-03-13 19:56:00,2075.00,0.00
T00019265,P0030,C1,Poker,2024-03-13 19:59:00,1200.00,4664.83
T00019266,P0030,C4,$25 Slots,2024-03-13 20:02:00,400.00,742.95
T00019267,P0030,C1,Poker,2024-03-13 20:04:00,2400.00,0.00
T00019268,P0030,C3,$1 Slots,2024-03-13 20:06:00,63.00,0.00
T00019269,P0030,C7,Roulette,2024-03-13 20:12:00,2990.00,5961.32
T00019270,P0030,C4,$25 Slots,2024-03-13 20:16:00,450.00,1758.73
T00019271,P0030,C5,Craps,2024-03-13 20:20:00,1125.00,0.00
T00019272,P0030,C6,Electronic Games,2024-03-13 20:25:00,315.00,1156.06
T00019273,P0030,C2,Blackjack,2024-07-21 18:27:00,2825.00,1454.48
T00019274,P0030,C2,Blackjack,2024-07-21 18:31:00,1175.00,0.00
T00019275,P0030,C7,Roulette,2024-07-21 18:33:00,1170.00,0.00
T00019276,P0030,C7,Roulette,2024-07-21 18:38:00,1900.00,0.00
T00019277,P0030,C7,Roulette,2024-07-21 18:40:00,2625.00,0.00
T00019278,P0030,C3,$1 Slots,2024-07-21 18:42:00,15.00,0.00
T00019279,P0030,C1,Poker,2024-07-21 18:48:00,2025.00,0.00
T00019280,P0030,C2,Blackjack,2024-07-21 18:53:00,1000.00,0.00
T00019281,P0030,C1,Poker,2024-07-21 18:57:00,2500.00,78.30
T00019282,P0030,C6,Electronic Games,2024-07-21 18:59:00,305.00,0.00
T00019283,P0030,C2,Blackjack,2024-07-21 19:03:00,950.00,0.00
T00019284,P0030,C7,Roulette,2024-07-21 19:05:00,810.00,0.00
T00019285,P0030,C2,Blackjack,2024-07-21 19:11:00,1325.00,0.00
T00019286,P0030,C4,$25 Slots,2024-07-21 19:17:00,450.00,2192.84
T00019287,P0030,C3,$1 Slots,2024-07-21 19:21:00,25.00,0.00
T00019288,P0030,C4,$25 Slots,2024-07-21 19:27:00,825.00,2488.70
T00019289,P0030,C1,Poker,2024-07-21 19:33:00,1950.00,830.91
T00019290,P0030,C2,Blackjack,2024-07-21 19:36:00,2425.00,650.71
T00019291,P0030,C5,Craps,2024-07-21 19:38:00,1775.00,0.00
T00019292,P0030,C5,Craps,2024-07-21 19:41:00,3650.00,0.00
T00019293,P0030,C5,Craps,2024-07-21 19:43:00,4775.00,3045.48
T00019294,P0030,C1,Poker,2024-07-21 19:47:00,2350.00,0.00
T00019295,P0030,C1,Poker,2024-07-21 19:49:00,5475.00,0.00
T00019296,P0030,C1,Poker,2024-07-21 19:54:00,4625.00,0.00
T00019297,P0030,C2,Blackjack,2024-07-21 19:58:00,2425.00,0.00
T00019298,P0030,C5,Craps,2024-07-21 20:04:00,1625.00,0.00
T00019299,P0030,C6,Electronic Games,2024-07-21 20:07:00,180.00,0.00
T00019300,P0030,C1,Poker,2024-07-21 20:09:00,1825.00,1.27
T00019301,P0030,C4,$25 Slots,2024-07-21 20:12:00,1375.00,0.00
T00019302,P0030,C7,Roulette,2024-07-21 20:16:00,1925.00,0.00
T00019303,P0030,C7,Roulette,2024-07-21 20:22:00,1405.00,0.00
T00019304,P0030,C4,$25 Slots,2024-07-21 20:26:00,325.00,1318.88
T00019305,P0030,C2,Blackjack,2024-07-21 20:28:00,1925.00,0.00
T00019306,P0030,C2,Blackjack,2024-07-21 20:32:00,1675.00,154.56
T00019307,P0030,C5,Craps,2024-07-21 20:36:00,1975.00,7005.82
T00019308,P0030,C5,Craps,2024-07-21 20:42:00,3350.00,11023.72
T00019309,P0030,C4,$25 Slots,2024-07-21 20:47:00,1200.00,6414.33
T00019310,P0030,C6,Electronic Games,2024-08-07 17:24:00,35.00,186.54
T00019311,P0030,C5,Craps,2024-08-07 17:27:00,1000.00,0.00
T00019312,P0030,C1,Poker,2024-08-07 17:29:00,525.00,0.00
T00019313,P0030,C1,Poker,2024-08-07 17:35:00,675.00,362.41
T00019314,P0030,C4,$25 Slots,2024-08-07 17:40:00,125.00,0.00
T00019315,P0030,C5,Craps,2024-08-07 17:43:00,550.00,0.00
T00019316,P0030,C6,Electronic Games,2024-08-07 17:47:00,35.00,0.00
T00019317,P0030,C2,Blackjack,2024-08-07 17:53:00,225.00,11.53
T00019318,P0030,C3,$1 Slots,2024-08-07 17:59:00,6.00,1.31
T00019319,P0030,C4,$25 Slots,2024-08-07 18:03:00,125.00,73.54
T00019320,P0030,C1,Poker,2024-08-07 18:05:00,425.00,714.75
T00019321,P0030,C5,Craps,2024-08-07 18:09:00,300.00,37.36
T00019322,P0030,C4,$25 Slots,2024-08-07 18:13:00,50.00,0.00
T00019323,P0030,C6,Electronic Games,2024-08-07 18:16:00,45.00,3.95
T00019324,P0030,C4,$25 Slots,2024-08-07 18:20:00,150.00,0.00
T00019325,P0030,C1,Poker,2024-08-07 18:25:00,700.00,1314.17
T00019326,P0030,C1,Poker,2024-08-07 18:28:00,625.00,3028.64
T00019327,P0030,C6,Electronic Games,2024-08-07 18:33:00,50.00,2.57
T00019328,P0030,C4,$25 Slots,2024-08-07 18:36:00,75.00,266.97
T00019329,P0030,C6,Electronic Games,2024-08-07 18:41:00,65.00,361.20
T00019330,P0030,C5,Craps,2024-08-07 18:47:00,800.00,3786.05
T00019331,P0030,C5,Craps,2024-08-07 18:50:00,950.00,1736.66
T00019332,P0030,C1,Poker,2024-08-17 21:44:00,475.00,1923.82
T00019333,P0030,C1,Poker,2024-08-17 21:47:00,700.00,0.00
T00019334,P0030,C2,Blackjack,2024-08-17 21:53:00,475.00,0.14
T00019335,P0030,C1,Poker,2024-08-17 21:58:00,550.00,192.63
T00019336,P0030,C2,Blackjack,2024-08-17 22:04:00,450.00,1038.91
T00019337,P0030,C2,Blackjack,2024-08-17 22:06:00,300.00,0.00
T00019338,P0030,C7,Roulette,2024-08-17 22:11:00,440.00,0.00
T00019339,P0030,C2,Blackjack,2024-08-17 22:15:00,575.00,0.00
T00019340,P0030,C6,Electronic Games,2024-08-17 22:21:00,60.00,112.94
T00019341,P0030,C2,Blackjack,2024-08-17 22:27:00,175.00,623.40
T00019342,P0030,C7,Roulette,2024-08-17 22:29:00,240.00,716.55
T00019343,P0030,C4,$25 Slots,2024-08-17 22:33:00,100.00,0.00
T00019344,P0030,C5,Craps,2024-08-17 22:36:00,175.00,425.05
T00019345,P0030,C6,Electronic Games,2024-08-17 22:40:00,65.00,0.00
T00019346,P0030,C4,$25 Slots,2024-08-17 22:42:00,50.00,0.00
T00019347,P0030,C6,Electronic Games,2024-08-17 22:47:00,55.00,0.00
T00019348,P0030,C6,Electronic Games,2024-08-17 22:52:00,135.00,0.00
T00019349,P0030,C2,Blackjack,2024-08-17 22:57:00,425.00,504.06
T00019350,P0030,C5,Craps,2024-08-17 22:59:00,750.00,769.20
T00019351,P0030,C4,$25 Slots,2024-08-17 23:05:00,75.00,0.00
T00019352,P0030,C7,Roulette,2024-08-17 23:07:00,560.00,0.00
T00019353,P0030,C3,$1 Slots,2024-08-17 23:12:00,12.00,0.00
T00019354,P0030,C4,$25 Slots,2024-08-18 20:38:00,75.00,342.43
T00019355,P0030,C1,Poker,2024-08-18 20:43:00,825.00,0.00
T00019356,P0030,C5,Craps,2024-08-18 20:45:00,200.00,0.00
T00019357,P0030,C6,Electronic Games,2024-08-18 20:49:00,175.00,625.18
T00019358,P0030,C5,Craps,2024-08-18 20:53:00,425.00,0.00
T00019359,P0030,C2,Blackjack,2024-08-18 20:59:00,225.00,85.61
T00019360,P0030,C1,Poker,2024-08-18 21:04:00,750.00,0.00
T00019361,P0030,C1,Poker,2024-08-18 21:10:00,525.00,3027.39
T00019362,P0030,C3,$1 Slots,2024-08-18 21:15:00,8.00,0.00
T00019363,P0030,C4,$25 Slots,2024-08-18 21:19:00,175.00,0.00
T00019364,P0030,C5,Craps,2024-08-18 21:22:00,425.00,273.35
T00019365,P0030,C1,Poker,2024-08-18 21:24:00,400.00,491.86
T00019366,P0030,C4,$25 Slots,2024-08-18 21:28:00,100.00,0.00
T00019367,P0030,C4,$25 Slots,2024-08-18 21:31:00,125.00,327.84
T00019368,P0030,C4,$25 Slots,2024-08-18 21:34:00,100.00,0.00
T00019369,P0030,C2,Blackjack,2024-08-18 21:37:00,900.00,0.00
T00019370,P0030,C2,Blackjack,2024-08-18 21:43:00,375.00,0.00
T00019371,P0030,C1,Poker,2024-08-18 21:49:00,525.00,0.00
T00019372,P0030,C7,Roulette,2024-08-18 21:51:00,350.00,0.00
T00019373,P0030,C2,Blackjack,2024-08-18 21:56:00,325.00,0.00
T00019374,P0030,C2,Blackjack,2024-08-18 21:59:00,575.00,357.60
T00019375,P0030,C4,$25 Slots,2024-08-29 20:33:00,75.00,0.00
T00019376,P0030,C2,Blackjack,2024-08-29 20:35:00,550.00,0.00
T00019377,P0030,C4,$25 Slots,2024-08-29 20:40:00,50.00,0.00
T00019378,P0030,C1,Poker,2024-08-29 20:44:00,825.00,2.08
T00019379,P0030,C2,Blackjack,2024-08-29 20:47:00,125.00,0.00
T00019380,P0030,C2,Blackjack,2024-08-29 20:49:00,325.00,0.00
T00019381,P0030,C6,Electronic Games,2024-08-29 20:54:00,45.00,144.99
T00019382,P0030,C7,Roulette,2024-08-29 20:56:00,540.00,680.17
T00019383,P0030,C4,$25 Slots,2024-08-29 20:59:00,75.00,0.00
T00019384,P0030,C1,Poker,2024-08-29 21:04:00,350.00,0.00
T00019385,P0030,C1,Poker,2024-08-29 21:07:00,475.00,57.92
T00019386,P0030,C1,Poker,2024-08-29 21:09:00,400.00,0.00
T00019387,P0030,C5,Craps,2024-08-29 21:12:00,325.00,0.00
T00019388,P0030,C4,$25 Slots,2024-08-29 21:15:00,75.00,0.00
T00019389,P0030,C5,Craps,2024-08-29 21:20:00,350.00,0.00
T00019390,P0030,C5,Craps,2024-08-29 21:24:00,375.00,0.00
T00019391,P0030,C4,$25 Slots,2024-08-29 21:27:00,75.00,380.60
T00019392,P0030,C5,Craps,2024-08-29 21:33:00,200.00,0.00
T00019393,P0030,C5,Craps,2024-08-29 21:37:00,500.00,50.64
T00019394,P0030,C4,$25 Slots,2024-08-29 21:42:00,125.00,143.27
T00019395,P0030,C1,Poker,2024-08-29 21:47:00,525.00,714.87
T00019396,P0030,C2,Blackjack,2024-10-08 18:49:00,325.00,57.47
T00019397,P0030,C1,Poker,2024-10-08 18:51:00,950.00,0.00
T00019398,P0030,C1,Poker,2024-10-08 18:57:00,850.00,0.00
T00019399,P0030,C2,Blackjack,2024-10-08 19:00:00,300.00,0.00
T00019400,P0030,C6,Electronic Games,2024-10-08 19:05:00,35.00,0.00
T00019401,P0030,C1,Poker,2024-10-08 19:08:00,1500.00,0.00
T00019402,P0030,C4,$25 Slots,2024-10-08 19:13:00,50.00,152.20
T00019403,P0030,C1,Poker,2024-10-08 19:17:00,875.00,4727.78
T00019404,P0030,C1,Poker,2024-10-08 19:21:00,1475.00,0.00
T00019405,P0030,C5,Craps,2024-10-08 19:27:00,275.00,187.65
T00019406,P0030,C1,Poker,2024-10-08 19:31:00,650.00,859.58
T00019407,P0030,C4,$25 Slots,2024-10-08 19:37:00,125.00,68.75
T00019408,P0030,C7,Roulette,2024-10-08 19:39:00,235.00,225.28
T00019409,P0030,C2,Blackjack,2024-10-08 19:45:00,1000.00,0.00
T00019410,P0030,C1,Poker,2024-10-08 19:50:00,475.00,774.63
T00019411,P0030,C4,$25 Slots,2024-10-08 19:56:00,175.00,844.31
T00019412,P0030,C2,Blackjack,2024-10-08 20:00:00,525.00,388.48
T00019413,P0030,C2,Blackjack,2024-10-08 20:03:00,625.00,3073.35
T00019414,P0030,C1,Poker,2024-10-08 20:05:00,275.00,1426.56
T00019415,P0030,C1,Poker,2024-10-08 20:09:00,400.00,0.00
T00019416,P0030,C1,Poker,2024-10-08 20:14:00,450.00,0.00
T00019417,P0030,C1,Poker,2024-12-02 22:30:00,425.00,296.41
T00019418,P0030,C2,Blackjack,2024-12-02 22:33:00,575.00,65.17
T00019419,P0030,C5,Craps,2024-12-02 22:36:00,825.00,0.00
T00019420,P0030,C6,Electronic Games,2024-12-02 22:42:00,55.00,0.01
T00019421,P0030,C7,Roulette,2024-12-02 22:45:00,995.00,5128.65
T00019422,P0030,C2,Blackjack,2024-12-02 22:48:00,200.00,0.00
T00019423,P0030,C2,Blackjack,2024-12-02 22:51:00,1425.00,0.00
T00019424,P0030,C1,Poker,2024-12-02 22:57:00,925.00,456.49
T00019425,P0030,C5,Craps,2024-12-02 22:59:00,475.00,14.48
T00019426,P0030,C4,$25 Slots,2024-12-02 23:03:00,75.00,66.05
T00019427,P0030,C2,Blackjack,2024-12-02 23:05:00,425.00,0.00
T00019428,P0030,C3,$1 Slots,2024-12-02 23:08:00,7.00,0.00
T00019429,P0030,C7,Roulette,2024-12-02 23:13:00,285.00,13.77
T00019430,P0030,C1,Poker,2024-12-02 23:16:00,425.00,0.00
T00019431,P0030,C2,Blackjack,2024-12-02 23:21:00,475.00,0.00
T00019432,P0030,C2,Blackjack,2024-12-02 23:23:00,500.00,3098.17
T00019433,P0030,C3,$1 Slots,2024-12-02 23:28:00,20.00,4.04
T00019434,P0030,C1,Poker,2024-12-02 23:30:00,400.00,603.68
T00019435,P0030,C4,$25 Slots,2024-12-02 23:34:00,225.00,149.72
T00019436,P0030,C7,Roulette,2024-12-02 23:40:00,460.00,0.00
T00019437,P0030,C2,Blackjack,2024-12-02 23:45:00,350.00,674.28
T00019438,P0030,C3,$1 Slots,2025-01-02 17:33:00,10.00,12.27
T00019439,P0030,C7,Roulette,2025-01-02 17:39:00,355.00,31.24
T00019440,P0030,C7,Roulette,2025-01-02 17:44:00,280.00,0.00
T00019441,P0030,C5,Craps,2025-01-02 17:50:00,950.00,0.00
T00019442,P0030,C2,Blackjack,2025-01-02 17:53:00,850.00,5224.48
T00019443,P0030,C2,Blackjack,2025-01-02 17:56:00,450.00,405.88
T00019444,P0030,C6,Electronic Games,2025-01-02 18:00:00,50.00,10.44
T00019445,P0030,C3,$1 Slots,2025-01-02 18:02:00,9.00,0.00
T00019446,P0030,C3,$1 Slots,2025-01-02 18:04:00,6.00,0.00
T00019447,P0030,C1,Poker,2025-01-02 18:07:00,700.00,0.00
T00019448,P0030,C1,Poker,2025-01-02 18:12:00,300.00,0.00
T00019449,P0030,C2,Blackjack,2025-01-02 18:16:00,325.00,0.00
T00019450,P0030,C6,Electronic Games,2025-01-02 18:19:00,40.00,4.44
T00019451,P0030,C4,$25 Slots,2025-01-02 18:25:00,75.00,0.00
T00019452,P0030,C4,$25 Slots,2025-01-02 18:29:00,50.00,27.43
T00019453,P0030,C1,Poker,2025-01-02 18:35:00,375.00,2364.13
T00019454,P0030,C1,Poker,2025-01-02 18:41:00,350.00,0.00
T00019455,P0030,C3,$1 Slots,2025-01-02 18:45:00,9.00,5.36
T00019456,P0030,C6,Electronic Games,2025-01-02 18:49:00,50.00,0.00
T00019457,P0030,C1,Poker,2025-01-02 18:55:00,275.00,439.49
T00019458,P0030,C1,Poker,2025-01-02 18:57:00,550.00,0.00
T00019459,P0030,C1,Poker,2025-02-05 20:53:00,350.00,274.40
T00019460,P0030,C1,Poker,2025-02-05 20:59:00,475.00,713.02
T00019461,P0030,C4,$25 Slots,2025-02-05 21:05:00,175.00,10.67
T00019462,P0030,C7,Roulette,2025-02-05 21:10:00,410.00,0.00
T00019463,P0030,C3,$1 Slots,2025-02-05 21:13:00,11.00,59.22
T00019464,P0030,C5,Craps,2025-02-05 21:19:00,550.00,0.00
T00019465,P0030,C6,Electronic Games,2025-02-05 21:25:00,85.00,0.00
T00019466,P0030,C3,$1 Slots,2025-02-05 21:28:00,6.00,11.01
T00019467,P0030,C2,Blackjack,2025-02-05 21:31:00,225.00,0.00
T00019468,P0030,C1,Poker,2025-02-05 21:36:00,575.00,0.00
T00019469,P0030,C5,Craps,2025-02-05 21:39:00,450.00,0.00
T00019470,P0030,C1,Poker,2025-02-05 21:44:00,275.00,35.53
T00019471,P0030,C3,$1 Slots,2025-02-05 21:47:00,9.00,0.29
T00019472,P0030,C2,Blackjack,2025-02-05 21:50:00,425.00,0.00
T00019473,P0030,C1,Poker,2025-02-05 21:53:00,775.00,0.00
T00019474,P0030,C4,$25 Slots,2025-02-05 21:56:00,150.00,2.42
T00019475,P0030,C2,Blackjack,2025-02-05 21:59:00,525.00,2.94
T00019476,P0030,C2,Blackjack,2025-02-05 22:04:00,400.00,0.00
T00019477,P0030,C7,Roulette,2025-02-05 22:08:00,325.00,61.31
